name,calendar_year,calendar_id,title,category,sub_category,raw_category,normalized_category,source_file,source_start_line,source_end_line,input_frequency,output_frequency,available_at,required_fields,original_formula,implemented_formula,implementation_status,implementation_notes,implementation_key,proxy_of,duplicate_refs,duplicate_type,default_params,warmup_requirement
calendar2025_212_u4f9b_5e94_94fe_8282_70b9_5ea6,2025,212,供应链节点度,另类因子-网络结构,,另类因子-网络结构,另类因子,factors2025.md,5167,5195,1d,1d,T_close,supply_chain,"d_i = d_i^{(in)} + d_i^{(out)}

d_i^{(out)} = \sum_{j(
eq i)} w_{ij}^{out} d_i^{(in)} = \sum_{j(
eq i)} w_{ij}^{in}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,,,{},0
calendar2025_213_u5355_5b63_7ecf_8425_6d3b_52a8_73b0_91d1_6d41,2025,213,单季经营活动现金流净额比市值,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,5196,5217,1d,1d,T_close,fundamental_raw,ln(Quart\_NET\_OPER\_CASH\_FLOW) = \beta * ln(MV) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_214_u4fee_6b63_6a21_7cca_4ef7_5dee,2025,214,修正模糊价差,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2025.md,5218,5242,1m,1d,T_close,open|high|low|close|volume|turnover,“日模糊价差”因子 = “日模糊金额比” - “日模糊数量比”；,"0.5*(mean(cross_section_rescaled_negative(fuzzy_amount-fuzzy_volume),20)+std(...,20))",exact,,intraday_fuzzy_spread,,,,{},29
calendar2025_215_u5e94_4ed8_804c_5de5_85aa_916c_6bd4_53bb_5e74,2025,215,应付职工薪酬比去年同期其他应付款,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,5243,5264,1d,1d,T_close,,ln(EMPL\_BEN\_PAYABLE) = \beta * ln(Lastsame\_OTH\_PAYABLE\_TOT) + \alpha + \varepsilon,,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_216_u6280_80fd_91cd_8981_6027_5f97_5206,2025,216,技能重要性得分,另类因子-招聘信息,,另类因子-招聘信息,另类因子,factors2025.md,5265,5304,1d,1d,T_close,,"TF_{i,j,t} = \log\left( \frac{\text{Number of Postings with Skill }j \text{ in Firm }i \text{ at month }t}{\text{Number of Postings in Firm }i \text{ at month }t} \right)

IDF_{j,t} = \log\left( \frac{\text{Total number of Postings in broad market}_t}{\text{Number of Postings in broad market with skill}_{j,t}} \right)

TF\_IDF_{i,j,t} = IDF_{j,t} \times TF_{i,j,t}

TF\_IDF\_Score_{j,t} = \frac{1}{N} \sum_{i=1}^{N} (TF\_IDF_{i,j,t})^2

TF\_IDF\_Score_{j,t} = \frac{1}{N} \sum_{i=1}^{N} TF\_IDF_{i,j,t}

Skill\_Importance\_Scores_{i,t} = \sum_{j} \frac{\sum_{s=1}^{S} TF\_IDF\_Score_{i,j,s,t}}{S}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_217_u591a_5934_4e3b_529b_6301_4ed3_5360_6bd4_6807,2025,217,多头主力持仓占比标准差,期货-持仓类因子,,期货-持仓类因子,期货-持仓类因子,factors2025.md,5305,5325,1d,1d,T_close,attention_events,"StdLR_t = \text{std}\left( \frac{oi\_long_{i,t}}{total\_oi\_long_t} \right)",,blocked_data,精确实现依赖当前数据审计未发现的数据域: attention_events,,,,,{},0
calendar2025_218_u5ba2_6237_63a5_8fd1_4e2d_5fc3_6027,2025,218,客户接近中心性,另类因子-网络结构,,另类因子-网络结构,另类因子,factors2025.md,5326,5346,1d,1d,T_close,supply_chain,"c_i = \frac{1}{\frac{1}{N-1} \sum_{j(
eq i)} D_{ij}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,,,{},0
calendar2025_219_hurst,2025,219,Hurst 指标,高频技术因子,,高频技术因子,量价技术类,factors2025.md,5347,5383,1m,1d,T_close,open|high|low|close|volume|turnover,"Close_{ma_{i,t}} = \frac{\sum_{t-239}^{t} Close_{i,t}}{240}

Y_{i,t} = Close_{i,t} - Close_{ma_{i,t}}

Z_{i,n} = \sum_{t-240+n}^{t} Y_{i,t}

R(n) = max\{Z_{i,1}, Z_{i,2}, \ldots, Z_{i,240}\} - min\{Z_{i,1}, Z_{i,2}, \ldots, Z_{i,240}\}

Hurst_{i,t} = \frac{R(n)}{STD(Close)}",linear_decay20((max(cumsum(close-mean(close)))-min(cumsum(close-mean(close))))/std(close)),exact,,intraday_path_metric,,,,"{'metric': 'calendar_hurst_rs', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_220_u8f9e_9000_798f_5229_5360_5e94_4ed8_804c_5de5,2025,220,辞退福利占应付职工薪酬比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,5384,5399,1d,1d,T_close,,\frac{辞退福利}{应付职工薪酬合计期末余额比},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_221_u5206_6790_5e08_76c8_5229_9884_6d4b_4e0a_8c03,2025,221,分析师盈利预测上调的概率,分析师、机构持仓,,分析师、机构持仓,分析师预期类,factors2025.md,5400,5422,1d,1d,T_close,analyst,FOM = \frac{K - M}{N},,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2025_222_u5356_51fa_53cd_5f39_504f_79bb_56e0_5b50,2025,222,卖出反弹偏离因子,高频因子-收益分布类,,高频因子-收益分布类,高频因子,factors2025.md,5423,5442,1m,1d,T_close,tick_trade,LCP = \frac{\sum_{i}^{N} \overline{price}_{selli} * I_{p_{selli} < colse}}{close} - 1,,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2025_223_u80a1_7968_8bba_575b_60c5_7eea_6307_6570,2025,223,股票论坛情绪指数,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,5443,5471,1d,1d,T_close,,"R_t^i = \frac{M^{Optimistic}}{M^{Pessimistic}} = \frac{\sum PositiveScore^i}{-\sum NegativeScore^i} = \frac{\sum_{p=1}^{N_t^i,O} log(creditscore_p) * x_p^{i,O}}{\sum_{q=1}^{N_t^i,P} log(creditscore_q) * x_q^{i,P}}

Sentiment_t^i = \frac{R_t^i - 1}{R_t^i + 1} * log(NMessages_t^i)",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_224_u975e_7ebf_6027_9ad8_9891_6ce2_52a8_7387,2025,224,非线性高频波动率,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2025.md,5472,5505,1m,1d,T_close,factor_returns,"r_t = \alpha_t + \beta_{mkt}MKT_t + \beta_{smb}SMB_t + \beta_{hml}HML_t + \beta_{ret}RET_t + \beta_{liq}LIQ_t + \varepsilon_t

norm_i = \frac{std_i - \min(\{std_i\})}{\max(\{std_i\}) - \min(\{std_i\})}

std_i^{non\_linear} = e^{norm_i}

\text{特异波动率} = \sqrt{\text{特异率}} \times std^{non\_linear}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: factor_returns,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_225_u5feb_6162_5747_7ebf_8d8b_52bf_56e0_5b50,2025,225,快慢均线趋势因子,期货-动量趋势因子,,期货-动量趋势因子,动量因子,factors2025.md,5506,5524,1d,1d,T_close,,\frac{MA_{fast} - MA_{low}}{MA_{low}},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_226_u5355_5b63_6295_8d44_73b0_91d1_6d41_51fa_6bd4,2025,226,单季投资现金流出比市值,基本面因子改进,,基本面因子改进,投资因子,factors2025.md,5525,5546,1d,1d,T_close,fundamental_raw,ln(Quart\_CASH\_OUTFLOW\_INVACT) = \beta * ln(MV) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_227_u673a_6784_4ea4_6613_70ed_5ea6,2025,227,机构交易热度,行为金融因子-投资者注意力,,行为金融因子-投资者注意力,投资因子,factors2025.md,5547,5568,1d,1d,T_close,tick_trade,"TURN\_INST = \frac{1}{m} \sum_{t=1}^{t-m+1} \frac{INFLOW\_INST_{i,t} + OUTFLOW\_INST_{i,t}}{CAP_{i,t}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2025_228_u4ed3_4ef7_76f8_5173_6027,2025,228,仓价相关性,期货-高频因子,,期货-高频因子,高频因子,factors2025.md,5569,5588,1m,1d,T_close,,"\rho = corr(P_t, OI_t)",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_229_u65b0_95fb_70b9_51fb_91cf_5360_6bd4,2025,229,新闻点击量占比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,5589,5604,1d,1d,T_close,news,\frac{\text{个股的新闻点击量}}{\text{A股所有上市公司新闻点击量合计值}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_230_u671d_6ca1_6668_96fe_56e0_5b50,2025,230,“朝没晨雾”因子,高频因子-量价相关性类,,高频因子-量价相关性类,高频因子,factors2025.md,5605,5636,1m,1d,T_close,close|volume,"rett = \frac{closet}{closet-1} - 1

voldifft = volumet - volumet-1

rett = \alpha_0 + \alpha_1 voldifft + \alpha_2 voldifft-1 + \ldots + \alpha_6 voldifft-5 + \varepsilon_t","mean(std(tvalues(lag1..lag5) in return~1+volume_delta_lag0..5),20)",exact,,intraday_volume_diff_regression,,,,{'metric': 'morning'},20
calendar2025_231_tk,2025,231,前景价值 TK,行为金融因子-前景理论,,行为金融因子-前景理论,行为金融因子-前景理论,factors2025.md,5637,5675,1d,1d,T_close,close,"(r_{-m}, \frac{1}{N}; r_{-1}, \frac{1}{N}; r_0, \frac{1}{N}; r_1, \frac{1}{N}; \ldots, r_m, \frac{1}{N})

TK = \sum_{i=-m}^{-1} v(r_i) \left[ w^{-}\left( \frac{i + m + 1}{N} \right) - w^{-}\left( \frac{i + m}{N} \right) \right] + \sum_{i=1}^{n} v(r_i) \left[ w^{+}\left( \frac{n - i + 1}{N} \right) - w^{+}\left( \frac{n - i}{N} \right) \right]

v(x) = \begin{cases}
x^\alpha & x \geq 0 \\
-\lambda (-x)^\alpha & x < 0
\end{cases}

\pi_l = \begin{cases}
w^{+}(p_i + \cdots p_n) - w^{+}(p_{i+1} + \cdots p_n) & 0 \leq l \leq n \\
w^{-}(p_m + \cdots p_n) - w^{+}(p_{i+1} + \cdots p_n) & 0 \leq i \leq n \\
w^{-}(p_m + \cdots p_i) - w^{-}(p_m + \cdots p_{i-1}) & -m \leq i < 0
\end{cases}

w^{+}(P) = \frac{P^\gamma}{(P^\gamma + (1 - P)^\gamma)^{\frac{1}{\gamma}}} \quad w^{-}(P) = \frac{P^\delta}{(P^\delta + (1 - P)^\delta)^{\frac{1}{\delta}}}","prospect_value(log_return,20,alpha=.88,lambda=2.25,gamma=.61,delta=.69)",exact,,daily_prospect_value,,,,"{'source': 'return', 'window': 20}",21
calendar2025_232_u5206_6790_5e08_5171_540c_8986_76d6_95f4_63a5,2025,232,分析师共同覆盖间接关联动量,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,5676,5702,1d,1d,T_close,analyst,"CF2\_RET_i = \frac{\sum_{j=1}^{N} m_{ij} \times Ret_j}{\sum_{j=1}^{N} m_{ij}}

m_{ij} = \sum_{k=1}^{N} log(n_{ik} + 1) \times log(n_{kj} + 1)",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_233_garman_klass,2025,233,Garman-Klass 波动率估计,期货-波动率因子,,期货-波动率因子,波动率因子,factors2025.md,5703,5723,1d,1d,T_close,,\sigma_{GK} = \sqrt{\frac{252}{K} \sum_{t=T-K+1}^{T} \left[ [0.5(h_t - l_t)^2 - (2log(2) - 1)c_t^2] \right]},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_234_u7ed3_6784_5316_53cd_8f6c,2025,234,结构化反转,高频因子-动量反转类,,高频因子-动量反转类,高频因子,factors2025.md,5724,5755,1m,1d,T_close,open|high|low|close|volume|turnover,"Rev_{mom} = \sum_{i=1}^{period_{mom}} w_i log\frac{Close_{t-i+1}}{Close_{t-i}}, w_i \propto \frac{1}{volume_i}

Rev_{rev} = \sum_{i=1}^{period_{rev}} w_i log\frac{Close_{t-i+1}}{Close_{t-i}}, w_i \propto volume_i

Rev_{struct} = Rev_{rev} - Ret_{mom}",volume_weighted_return(bottom10pct(volume_1m)),exact,,intraday_path_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,{'metric': 'structured_reversal'},0
calendar2025_235_u653f_5e9c_8865_52a9_5360_8425_4e1a_5916_6536,2025,235,政府补助占营业外收入比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,5756,5776,1d,1d,T_close,,"\frac{政府补助}{营业外收入合计计入当期非经营性损益的金额}

\frac{当期政府补助占营业外收入比 - 去年同期政府补助占营业外收入比}{政府补助占营业外收入比的期初期末平均值}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_236_u4f1a_5458_52a0_6743_6301_4ed3_56e0_5b50,2025,236,会员加权持仓因子,期货-持仓类因子,,期货-持仓类因子,期货-持仓类因子,factors2025.md,5777,5800,1d,1d,T_close,,"\frac{LS_{weighted,T} - \frac{1}{K}\sum_{t=T-K+1}^{T}LS_{weighted,t}}{abs\left(\frac{1}{K}\sum_{t=T-K+1}^{T}LS_{weighted,t}\right)}

LS_{weighted,t} = \sum_{i=1}^{20} \frac{long_i}{\sum_{i=1}^{20} long_i} long_i - \sum_{i=1}^{20} \frac{short_i}{\sum_{i=1}^{20} short_i} short_i",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_237_u591a_5c42_8ba2_5355_659c_7387,2025,237,多层订单斜率,高频因子-流动性类,,高频因子-流动性类,高频因子,factors2025.md,5801,5827,1m,1d,T_close,orderbook,"MLQS_{weight} = \frac{\sum w_i \times LogquoteSlope_t^{(i)}}{\sum w_i}, w_i = \frac{i}{5}, i = 1,2,3,4,5

LogquoteSlope_t = \frac{\log\left(P_t^A\right) - \log\left(P_t^B\right)}{\log\left(V_t^A\right) + \log\left(V_t^B\right)}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2025_238_u6539_8fdb_7684_5206_6790_5e08_5171_540c_8986,2025,238,改进的分析师共同覆盖间接关联动量,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,5828,5855,1d,1d,T_close,analyst,"ADJ\_CF2\_RET_i = \frac{\sum_{j=1}^{N} m_{ij} \times Ret_j}{\sum_{j=1}^{N} m_{ij}}

m_{ij} = \frac{\sum_{k=1}^{N} log(n_{ik} + 1) \times log(n_{kj} + 1)}{log(num_i + 1)}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_239_u8d8b_52bf_8d44_91d1_76f8_5bf9_5747_4ef7_56e0,2025,239,趋势资金相对均价因子,量价因子改进,,量价因子改进,量价因子改进,factors2025.md,5856,5878,1m,1d,T_close,close|volume|turnover|a_share_market_val_in_circulation|first_industry_code,\frac{\text{趋势资金的成交量加权平均价格}}{\text{所有分钟的成交量加权平均价格}} - 1,"neutralize(mean(VWAP(trend)/VWAP(all)-1,20),cap,industry)",proxy,代理实现：量价计算为原式，行业中性化因当前lab仅有申万一级而替代中信一级,intraday_trend_fund_metric,,,,{'metric': 'relative_vwap'},25
calendar2025_240_u5e73_5747_6536_76d8_4ef7_7edd_5bf9_65b9_5dee,2025,240,平均收盘价绝对方差,高频技术因子,,高频技术因子,量价技术类,factors2025.md,5879,5907,1m,1d,T_close,open|high|low|close|volume|turnover,"Close_{ma_{i,t}} = \frac{\sum_{t-239}^{t} Close_{i,t}}{240}

Price_{mad_{i,t}} = \frac{\sum_{t-239}^{t} |Close_{i,t} - Close_{ma_{i,t}}|}{240}

\widehat{Factor_j} = \frac{1}{\sum_{j=1}^{20} \frac{j}{20}} \times \sum_{i=1}^{20} \widehat{Factor_{j,k}} \times \frac{j}{20}",linear_decay20(mean(abs(close_1m-mean(close_1m)))),exact,,intraday_path_metric,,,,"{'metric': 'calendar_price_mad', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_241_u7f51_7edc_641c_7d22_5f3a_5ea6_6b63_5411_53d8,2025,241,网络搜索强度正向变动率,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,5908,5932,1d,1d,T_close,news,"SIPC\_t = \frac{1}{n} \sum_{i=1}^{n} I(SI_{i,t} - SI_{i,t-1})

SI_{i,t} = SV_{i,t} / \frac{1}{n} \sum_{i=1}^{n} SV_{i,t}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_242_e_amivest,2025,242,E-Amivest流动性比率,期货-流动性因子,,期货-流动性因子,流动性因子,factors2025.md,5933,5953,1d,1d,T_close,,\text{E-Amivest}_k = \frac{\sum_{i=1}^{t} P_{ki} V_{ki}}{\sum_{i=1}^{t} \sigma_{ki} * 100},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_243_u5355_5b63_603b_8d44_4ea7_6bd4_5e02_503c,2025,243,单季总资产比市值,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,5954,5975,1d,1d,T_close,,ln(Quart\_Total\_Asset) = \beta * ln(MV) + \alpha + \varepsilon,,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_244_u5f02_5e38_5206_6790_5e08_8986_76d6,2025,244,异常分析师覆盖,分析师、机构持仓,,分析师、机构持仓,分析师预期类,factors2025.md,5976,6002,1d,1d,T_close,analyst,"\ln(1 + COV_{i,m}) = \beta_0 + \beta_1 SIZE_{i,m} + \beta_2 LNTO_{i,m} + \beta_1 MOM_{i,m} + \varepsilon_{i,m}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2025_245_u57fa_4e8e_6210_4ea4_91cf_7684_8d44_91d1_6d41,2025,245,基于成交量的资金流入占比,期货-高频因子,,期货-高频因子,高频因子,factors2025.md,6003,6022,1m,1d,T_close,,"flowInRatio = \frac{\sum_i \sum_j Volume_{ij} * Close_{ij} * \frac{Close_{ij} - Close_{i(j-1)}}{|Close_{ij} - Close_{i(j-1)}|}}{\sum_i Amount_{i,total}}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_246_u4e0a_6e38_4f20_5bfc_52a8_91cf,2025,246,上游传导动量,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,6023,6055,1d,1d,T_close,supply_chain,"wgt_{(B,j),(A,i),t} = \frac{(prdIncome_{B,j,t} + prdIncome_{A,i,t}) \times 1\{j \rightarrow i\}}{\sum_i prdIncome_{A,i,t} + \sum_j prdIncome_{B,j,t}}

upstream\_Momen_{A,t} = \frac{\sum_{A
eq B} wgt_{A,B,t} \times rtn_{B,t}}{\sum_{A
eq B} wgt_{A,B,t}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_247_ebit,2025,247,单季所得税比去年同期单季 EBIT,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,6056,6077,1d,1d,T_close,fundamental_raw,ln(Quart\_INC\_TAX) = \beta * ln(Lastsame\_Quart\_EBIT) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_248_u60c5_7eea_6ea2_51fa_56e0_5b50,2025,248,“情绪溢出”因子,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2025.md,6078,6098,unknown,1d,T_close,,① 焦点股票 i 的相邻股票数对因子效果影响不大，建议使用较少数量的股票（如 i=10）；,,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2025_249_u4ea7_6210_54c1_671f_672b_4f59_989d_5360_6bd4,2025,249,产成品期末余额占比变动,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,6099,6120,1d,1d,T_close,,"\frac{\text{库存商品(产成品)期末余额}}{\text{存货期末余额}}

\frac{\text{当期产成品期末余额占比} - \text{去年同期产成品期末余额占比}}{\text{产成品期末余额占比的期初期末平均值}}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_250_u4fee_6b63_7684_51c0_6d41_5165_7387,2025,250,修正的净流入率,高频因子-资金流类,,高频因子-资金流类,高频因子,factors2025.md,6121,6156,1m,1d,T_close,tick_trade,"B_P = B_{Extra} + B_{Large} + B_{Med}

S_P = S_{Extra} + S_{Large} + S_{Med}

ln(B_P/S_P) = \alpha + \beta \times Ret + \varepsilon

\hat{B}_P = \frac{e^\varepsilon}{1 + e^\varepsilon} \times (B_P + S_P)

\hat{S}_P = \frac{1}{1 + e^\varepsilon} \times (B_P + S_P)

CNIR = \frac{\sum_i^N (\hat{B}_{P,i} - \hat{S}_{P,i})}{\sum_i^N (\hat{B}_{P,i} + \hat{S}_{P,i})}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2025_251_csad,2025,251,CSAD 模型（基于时序回归变形）,行为金融因子-羊群效应,,行为金融因子-羊群效应,行为金融因子-羊群效应,factors2025.md,6157,6185,1d,1d,T_close,close,"CSAD_t = \frac{1}{10} \sum_{i=1}^{10} |r_{it} - r_{+t}|

ratio[t_1, t_2] = \frac{\sigma_{[t_1, t_2]}(CSAD)}{\sigma_{[t_1, t_2]}(r_+)}

f_{jt} = -\frac{ratio[t - 19, t]}{ratio[t - 119, t]}","-(std(CSAD,20)/std(r_focal,20))/(std(CSAD,120)/std(r_focal,120))",exact,,daily_peer_csad,,,,{'metric': 'ratio'},120
calendar2025_252_u4e0b_6e38_4f20_5bfc_52a8_91cf,2025,252,下游传导动量,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,6186,6218,1d,1d,T_close,supply_chain,"wgt_{A,B,t} = \frac{\sum_i prdIncome_{A,i,t} \times 1\{i \to j, i \in A\} + \sum_j prdIncome_{B,j,t} \times 1\{i \to j, j \in B\}}{\sum_i prdIncome_{A,i,t} + \sum_j prdIncome_{B,j,t}}

upstream\_Momen_{A,t} = \frac{\sum_{A
eq B} wgt_{A,B,t} \times rtn_{B,t}}{\sum_{A
eq B} wgt_{A,B,t}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_253_u5348_853d_53e4_6728_56e0_5b50,2025,253,“午蔽古木”因子,高频因子-量价相关性类,,高频因子-量价相关性类,高频因子,factors2025.md,6219,6247,1m,1d,T_close,close|volume,"rett = \frac{closet}{closet-1} - 1

voldifft = volumet - volumet-1

rett = \alpha_0 + \alpha_1 voldifft + \alpha_2 voldifft-1 + \ldots + \alpha_6 voldifft-5 + \varepsilon_t",sign(F-all-cross_mean(F-all))*abs(t_intercept),exact,,intraday_volume_diff_regression,,,,{'metric': 'noon'},0
calendar2025_254_u9694_591c_8d8b_52bf_56e0_5b50,2025,254,隔夜趋势因子,期货-动量趋势因子,,期货-动量趋势因子,动量因子,factors2025.md,6248,6267,1d,1d,T_close,,\frac{1}{K} \sum_{t=T-K+1}^{T} \frac{open_t - close_{t-1}}{close_{t-1}},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_255_u5458_5de5_51c0_6d41_51fa_56e0_5b50,2025,255,员工净流出因子,另类因子-招聘信息,,另类因子-招聘信息,另类因子,factors2025.md,6268,6285,1d,1d,T_close,fundamental_raw,\text{员工净流出} = \frac{\text{月末员工总流出数} - \text{月末员工总流入数}}{\text{月初总员工数}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_256_u76d8_53e3_4ef7_5dee,2025,256,盘口价差,高频因子-流动性类,,高频因子-流动性类,高频因子,factors2025.md,6286,6305,1m,1d,T_close,orderbook,spread = \frac{2 \times (a_1 - b_1)}{a_1 + b_1},,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2025_257_u5355_5b63_8d2d_5efa_957f_671f_8d44_4ea7_652f,2025,257,单季购建长期资产支付现金比去年同期在建工程,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,6306,6327,1d,1d,T_close,fundamental_raw,\ln(Quart\_CASH\_PAY\_CONST\_FIOLTA) = \beta \cdot \ln(Lastsame\_CONST\_IN\_PROG\_TOT) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_258_u5206_6790_5e08_9884_6d4b_504f_5dee_540c_5411,2025,258,分析师预测偏差同向的概率,分析师、机构持仓,,分析师、机构持仓,分析师预期类,factors2025.md,6328,6349,1d,1d,T_close,analyst,FOM = \frac{K - M}{N},,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2025_259_u8d44_91d1_6d41_5411,2025,259,资金流向,高频技术因子,,高频技术因子,量价技术类,factors2025.md,6350,6377,1m,1d,T_close,open|high|low|close|volume|turnover,"TP_{i,t} = \frac{High_{i,t} + Low_{i,t} + Close_{i,t}}{3}

MF_{i,t} = TP_{i,t} * VOL_{i,t}

MR_{i,t} = \frac{PF_{i,t}}{NF_{i,t}} = \frac{\sum_{t-238}^{t} IF(TP_{i,t} > TP_{i,t-1}, MF_{i,t}, 0)}{\sum_{t-238}^{t} IF(TP_{i,t} \leq TP_{i,t-1}, MF_{i,t}, 0)}

MFI_{i,t} = 100 - \frac{100}{(1 + MR_{i,t})}",linear_decay20(100-100/(1+positive_typical_price_flow/negative_typical_price_flow)),exact,,intraday_path_metric,,,,"{'metric': 'calendar_mfi', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_260_u6301_4ed3_4e3b_529b_591a_7a7a_76f8_5bf9_5f3a,2025,260,持仓主力多空相对强弱,期货-持仓类因子,,期货-持仓类因子,期货-持仓类因子,factors2025.md,6378,6398,1d,1d,T_close,attention_events,"LRSR = \frac{\sum_{i=1}^{N} oi\_long_{i,t}}{total\_oi\_long_t} - \frac{\sum_{i=1}^{N} oi\_short_{i,t}}{total\_oi\_short_t}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: attention_events,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
